erosion,cache_hit,hazard,price_multiplier,scenario,irr_annual,payback_month,end_equity_usd,end_equity_going_concern_usd,end_equity_after_tail_usd,peak_capital_usd,end_nodes
0.265725416130955,0.7475328467456169,0.025350509616650866,0.6667891679630815,悲观,,,-532734.5372043764,-548134.292173324,-532734.5372043764,132514.6870444808,1
0.036019144310256705,0.8233662441431481,0.016546930756284682,0.6645087116134407,中性,,,61993.72092397493,46593.96595502735,61993.72092397493,132514.6870444808,1
0.06092484108526737,0.8171168900186567,0.016153906889350766,0.752408490438593,中性,,,123759.70757443749,108359.95260548992,123759.70757443749,132514.6870444808,1
0.2521130372475554,0.7368350265328137,0.0071912479829025246,0.6472023608482061,乐观,,,-15362.010974556506,-30761.76594350408,-15362.010974556506,132514.6870444808,1
0.36343227628304287,0.8179297121145799,0.01164674903648799,0.9876705509390895,乐观,,,89784.0704764115,74384.31550746394,89784.0704764115,132514.6870444808,1
0.28675607566359823,0.7578467605145093,0.011806039046128975,0.6385563848613997,乐观,,,-80054.06233120966,-95453.81730015723,-80054.06233120966,132514.6870444808,1
0.18231051593344444,0.6985672075508553,0.012648915603766311,0.8316878275767584,悲观,,,-429438.21723613783,-444837.9722050854,-429438.21723613783,132514.6870444808,1
0.34264571363695023,0.8320446871604504,0.02298657389877342,0.7728372159100415,中性,,,-260562.08859584015,-275961.8435647877,-260562.08859584015,132514.6870444808,1
0.23363918756509425,0.8059631843731568,0.007111108028497227,0.7663229608682438,悲观,,,-495059.3491910643,-510459.10416001186,-495059.3491910643,132514.6870444808,1
0.19759632769780758,0.7291666909598685,0.008613104721651173,0.6413611870890207,中性,,,-147897.57821873747,-163297.33318768506,-147897.57821873747,132514.6870444808,1
0.06823718741475444,0.8720288284104314,0.019526528492509874,0.7387479218139348,中性,,,71332.43809003702,55932.683121089445,71332.43809003702,132514.6870444808,1
0.009121548411879,0.8800542111779469,0.017057585923572503,0.9130940909001145,悲观,,,-311486.52787897864,-326886.2828479262,-311486.52787897864,132514.6870444808,1
